Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Liz;(S)BROOM;S;S;S;S;N;1470;1530;ASL_2008_01_1156
Tyler;(S)BROOM;S;S;S;S;N;1020;1075;ASL_2008_05_12a35
Naomi;(S)BROOM;S;S;S;S;N;1042;1093;ASL_2008_08_0436
Brady;(S)BROOM;S;S;S;S;N;11014;11076;ASL_2011_06_08_Brady23
Liz;MOP;A;A;A;A;N;570;610;ASL_2008_01_1811
Tyler;MOP;S;S;S;S;N;390;450;ASL_2008_05_12b11
Liz;MOP;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;2092;2190;ASL_2008_02_159
Tyler;MOP;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;1470;1521;ASL_2008_06_1018
Naomi;MOP;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;650;690;ASL_2008_08_0611
Brady;MOP;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;1306;1341;ASL_2011_06_08_Brady32
Brady;MOP;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;1448;1496;ASL_2011_07_19_Brady5
Liz;BROWN;B-xd;;B-xd;;N;1210;1240;ASL_2008_01_1157
Tyler;BROWN;B-xd;;B-xd;;N;2085;2115;ASL_2008_05_12a35
Naomi;BROWN;B;;B;;N;2258;2280;ASL_2008_08_0436
Brady;BROWN;B;;B;;N;16898;16918;ASL_2011_06_08_Brady23
Lana;BROWN;B-xd;;B-xd;;N;2707;2727;ASL_2006_10_104
Dana;BROWN;B-xd;;B-xd;;N;2752;2784;ASL_2007_05_248
Liz;BEER;B;;B;;N;875;910;ASL_2008_01_1137
Tyler;BEER;B;;B;;N;266;320;ASL_2008_05_12a24
Naomi;BEER;B;;B;;N;232;265;ASL_2008_08_0425
Brady;BEER;B;;B;;N;5340;5365;ASL_2011_06_08_Brady18
Lana;BEER;B;;B;;N;2740;2774;ASL_2006_10_103
Dana;BEER;B-xd;;B-xd;;N;2875;2935;ASL_2007_05_247
Naomi;BLUSH-BRUSH;X-over-thumb;;X-over-thumb;;N;2617;2690;ASL_2008_08_0436
Brady;BLUSH-BRUSH;X-over-thumb;;X-over-thumb;;N;179;237;ASL_2011_06_08_Brady24
Liz;BLUSH-BRUSH;A;;A;;N;1455;1540;ASL_2008_01_1157
Tyler;BLUSH-BRUSH;flat-O;;flat-O;;N;2865;2941;ASL_2008_05_12a35
Liz;BUG;3;;crvd-3;;N;1556;1590;ASL_2008_01_1158
Tyler;BUG;crvd-3;;crvd-3;;N;591;621;ASL_2008_05_12a36
Naomi;BUG;3;;crvd-3;;N;702;720;ASL_2008_08_0437
Brady;BUG;3;;crvd-3;;N;2013;2039;ASL_2011_06_08_Brady24
Liz;LOUSY;3;;3;;N;5454;5505;ASL_2008_02_0154
Tyler;LOUSY;3;;3;;N;3827;3852;ASL_2008_06_106
Naomi;LOUSY;3;;3;;N;3385;3420;ASL_2008_08_13_session29
Brady;LOUSY;3;;3;;N;6854;6875;ASL_2011_06_14_Brady52
Lana;LOUSY;3;;3;;N;686;700;ASL_2006_10_1018
Dana;LOUSY;3;;3;;N;653;692;ASL_2007_05_2420
Liz;BUILD;B-L;crvd-flat-B;bent-B-L;crvd-flat-B;N;1771;1825;ASL_2008_01_1158
Tyler;BUILD;B-L;bent-B-L;bent-B-L;B-L;N;830;872;ASL_2008_05_12a36
Tyler;BUILD;B-L;bent-B-L;B-L;bent-B-L;N;1580;1626;ASL_2008_05_12a36
Naomi;BUILD;B-L;bent-B-L;B-L;bent-B-L;N;1605;1656;ASL_2008_08_0437
Brady;BUILD;B-L;B-L;bent-B-L;bent-B-L;N;2843;2892;ASL_2011_06_08_Brady24
Brady;BUILD;B-L;bent-B-L;crvd-B;bent-B-L;N;1125;1176;ASL_2011_07_22_Brady39
Lana;BUILD;B-L;B-L;bent-B-L;bent-B-L;N;873;924;ASL_2006_10_104
Liz;BUILDING;U/H;bent-U;bent-U;crvd-U;N;1975;2020;ASL_2008_01_1158
Tyler;BUILDING;U/H;bent-U;bent-U;U/H;N;1106;1146;ASL_2008_05_12a36
Naomi;BUILDING;bent-U-L;bent-U-L;bent-U-L;bent-U-L;N;945;971;ASL_2008_08_0437
Naomi;BUILDING;U-L;bent-U-L;bent-U-L;bent-U-L;N;1223;1265;ASL_2008_08_0437
Brady;BUILDING;U-L;bent-U-L;U-L;bent-N;N;2519;2558;ASL_2011_06_08_Brady24
Brady;BUILDING;U-L;bent-U;U-L;bent-N;N;3468;3509;ASL_2011_06_08_Brady24
Dana;BUILDING;U-L;bent-U-L;bent-U-L;bent-U-L;N;778;830;ASL_2007_05_248
Liz;COMFORTABLE;crvd-B;crvd-flat-B;crvd-flat-B;crvd-B;N;481;560;ASL_2008_01_181
Naomi;COMFORTABLE;crvd-B;crvd-B;crvd-B;crvd-B;N;890;950;ASL_2008_08_061
Tyler;COMFORTABLE;B-L;bent-B-L;B-L;bent-B-L;N;531;586;ASL_2008_05_12b1
Brady;COMFORTABLE;B-L;crvd-B;bent-B-L;bent-B-L;N;2226;2264;ASL_2011_06_08_Brady29
Naomi;ns-BULGARIA;B-L;;flat-O;;N;1987;2010;ASL_2008_08_0437
Brady;ns-BULGARIA;B-L;;flat-O;;N;4300;4335;ASL_2011_06_08_Brady24
Brady;ns-BULGARIA;B-L;;flat-O;;N;1041;1063;ASL_2011_07_22_Brady38
Liz;ns-BULGARIA;B-L;;10;;N;3266;3305;ASL_2008_01_1158
Liz;BULL;open-F;;open-F;;N;515;531;ASL_2008_01_1159
Naomi;BULL;open-F;;open-F;;N;2632;2662;ASL_2008_08_0437
Brady;BULL;open-F;;open-F;;N;5433;5460;ASL_2011_06_08_Brady24
Liz;(Y)BULL;Y;;Y;;N;300;315;ASL_2008_01_1159
Tyler;(Y)BULL;Y;;Y;;N;2387;2410;ASL_2008_05_12a36
Naomi;(Y)BULL;Y;;Y;;N;2380;2398;ASL_2008_08_0437
Brady;(Y)BULL;Y;;Y;;N;5147;5175;ASL_2011_06_08_Brady24
Liz;BURY;crvd-B;crvd-B;crvd-B;crvd-B;N;910;955;ASL_2008_01_1159
Tyler;BURY;crvd-B;crvd-B;crvd-B;crvd-B;N;3480;3505;ASL_2008_05_12a36
Naomi;BURY;crvd-B;crvd-B;crvd-B;crvd-B;N;3240;3272;ASL_2008_08_0437
Brady;BURY;crvd-B;crvd-B;crvd-B;crvd-B;N;7462;7492;ASL_2011_06_08_Brady24
Naomi;BUSINESS;B;S;B;S;N;515;545;ASL_2008_08_0438
Brady;BUSINESS;B-xd;S;B-xd;S;N;8016;8049;ASL_2011_06_08_Brady24
Liz;BUSINESS;B;B;B;B;N;490;525;ASL_2008_01_1160
Tyler;BUSINESS;B;B;B;B;N;555;620;ASL_2008_05_12a37
Liz;BUSINESS;B;S;B;S;N;1680;1710;ASL_2008_01_1159
Brady;BUSY;B;Rlxd;B;Rlxd;N;8783;8810;ASL_2011_06_08_Brady24
Naomi;BUSY;B;Rlxd;B;Rlxd;N;746;775;ASL_2008_08_0438
Lana;BUSY;B-xd;B;B-xd;B;N;1021;1075;ASL_2006_10_104
Dana;BUSY;B-xd;Rlxd;B-xd;Rlxd;N;924;981;ASL_2007_05_248
Tyler;BUSY;B;flat-B;B;flat-B;N;815;885;ASL_2008_05_12a37
Liz;BUT;1;1;1;1;N;665;695;ASL_2008_01_1160
Tyler;BUT;1;1;1;1;N;1025;1047;ASL_2008_05_12a37
Naomi;BUT;1;1;1;1;N;977;1000;ASL_2008_08_0438
Brady;BUT;1;1;1;1;N;9091;9103;ASL_2011_06_08_Brady24
Lana;BUT;1;1;1;1;N;1177;1218;ASL_2006_01_2022
Liz;BUTTER;U-L;flat-B;bent-U-L;flat-B;N;900;935;ASL_2008_01_1160
Tyler;BUTTER;U-L;B-L;bent-U-L;B-L;N;1237;1283;ASL_2008_05_12a37
Naomi;BUTTER;U-L;B-L;bent-U-L;B-L;N;1185;1241;ASL_2008_08_0438
Brady;BUTTER;U-L;B-L;bent-U-L;B-L;N;9291;9317;ASL_2011_06_08_Brady24
Lana;BUTTER;U-L;B-L;U-L;B-L;N;871;898;ASL_2006_09_2661
Liz;BUTTERFLY;B-L;B-L;bent-B-L;bent-B-L;N;1090;1124;ASL_2008_01_1160
Tyler;BUTTERFLY;B-L;B-L;bent-B-L;bent-B-L;N;1445;1495;ASL_2008_05_12a37
Naomi;BUTTERFLY;B-L;B-L;bent-B-L;bent-B-L;N;1398;1428;ASL_2008_08_0438
Brady;BUTTERFLY;B-L;B-L;bent-B-L;bent-B-L;N;9525;9545;ASL_2011_06_08_Brady24
Liz;BUTTON;F/9;;F/9;;N;1360;1410;ASL_2008_01_1160
Tyler;BUTTON;F/9;;F/9;;N;1657;1696;ASL_2008_05_12a37
Naomi;BUTTON;cocked-F;;cocked-F;;N;1650;1702;ASL_2008_08_0438
Brady;BUTTON;F/9;;F/9;;N;10113;10157;ASL_2011_06_08_Brady24
Liz;C;C;;C;;N;290;300;ASL_2008_01_1161
Tyler;C;C;;C;;N;2090;2145;ASL_2008_05_12a37
Naomi;C;C;;C;;N;2130;2177;ASL_2008_08_0438
Brady;C;C;;C;;N;10753;10766;ASL_2011_06_08_Brady24
Liz;CABINET;B;B;B;B;N;1115;1190;ASL_2008_01_1161
Tyler;CABINET;B;B;B;B;N;595;650;ASL_2008_05_12a38
Brady;CABINET;B-xd;B-xd;B-xd;B-xd;N;11656;11701;ASL_2011_06_08_Brady24
Liz;CABINET;B;B;B;B;N;880;930;ASL_2008_01_1810
Naomi;CABINET;B;B;B;B;N;830;860;ASL_2008_08_0610
Brady;CABINET;B-xd;B-xd;B-xd;B-xd;N;12352;12408;ASL_2011_06_08_Brady31
Liz;CAKE;crvd-sprd-B;B-L;crvd-sprd-B;B-L;N;802;842;ASL_2008_02_2917
Tyler;CAKE;crvd-sprd-B;B-L;crvd-sprd-B;B-L;N;1020;1085;ASL_2008_05_12a38
Brady;CAKE;crvd-5;5;crvd-5;5;N;12440;12461;ASL_2011_06_08_Brady24
Liz;SHEET-CAKE;C;B-L;C;B-L;N;1615;1645;ASL_2008_01_1161
Naomi;SHEET-CAKE;crvd-B;B-L;crvd-B;B-L;N;2273;2300;ASL_2008_08_0439
Brady;SHEET-CAKE;C;B-L;C;B-L;N;12978;12995;ASL_2011_06_08_Brady24
Liz;CAMERA;L;crvd-L;crvd-L;crvd-L;N;830;860;ASL_2008_01_1162
Liz;CAMERA;L;crvd-L;crvd-L;crvd-L;N;3711;3745;ASL_2008_03_283
Tyler;CAMERA;L;crvd-L;crvd-L;crvd-L;N;2745;2780;ASL_2008_05_12a38
Naomi;CAMERA;L;crvd-L;crvd-L;crvd-L;N;3702;3725;ASL_2008_08_0439
Brady;TAKE-PICTURE;1;1;X;1;N;1522;1539;ASL_2011_06_08_Brady25
Liz;CAN;A;A;A;A;N;1535;1560;ASL_2008_01_1162
Liz;CAN;A;A;A;A;N;436;480;ASL_2008_02_1545
Tyler;CAN;S;S;S;S;N;815;850;ASL_2008_05_12a39
Naomi;CAN;S;S;S;S;N;1130;1145;ASL_2008_08_0440
Brady;CAN;S;S;S;S;N;2886;2906;ASL_2011_06_08_Brady25
Brady;CAN;A;A;A;A;N;217;253;ASL_2011_07_19_Brady39
Lana;CAN;S;S;S;S;N;1669;1682;ASL_2006_10_104
Dana;CAN;S;S;S;S;N;1612;1662;ASL_2007_05_248
Liz;ns-nat-CANADA;10;;10;;N;290;320;ASL_2008_01_1163
Tyler;ns-nat-CANADA;A;;A;;N;1000;1051;ASL_2008_05_12a39
Naomi;ns-nat-CANADA;10;;10;;N;1370;1402;ASL_2008_08_0440
Brady;ns-nat-CANADA;10;;10;;N;3119;3153;ASL_2011_06_08_Brady25
Liz;CANDLE;5;1;5;1;N;455;490;ASL_2008_01_1163
Tyler;CANDLE;5;1;5;1;N;1190;1231;ASL_2008_05_12a39
Naomi;CANDLE;5;1;5;1;N;2515;2537;ASL_2008_08_0440
Brady;CANDLE;5;1;5;1;N;6404;6438;ASL_2011_06_08_Brady25
Liz;CUTE;U-L;;bent-U-L;;N;965;991;ASL_2008_01_1163
Liz;CUTE;U-L;;10;;N;1032;1065;ASL_2008_01_1811
Liz;CUTE;U-L;;10;;N;231;256;ASL_2008_02_0124
Liz;CUTE;U-L;;bent-U-L;;N;1031;1062;ASL_2008_02_2952
Tyler;CUTE;U-L;;10;;N;1060;1070;ASL_2008_05_12b11
Naomi;CUTE;U-L;;bent-U-L;;N;3290;3309;ASL_2008_08_0440
Naomi;CUTE;U-L;;bent-U-L;;N;1240;1260;ASL_2008_08_0611
Naomi;CUTE;U/H;;bent-U;;N;5270;5292;ASL_2008_08_1319
Brady;CUTE;U-L;;10;;N;6631;6653;ASL_2011_06_08_Brady25
Brady;CUTE;U-L;;bent-U-L;;N;2041;2070;ASL_2011_06_08_Brady32
Brady;CUTE;bent-U-L;;A;;N;2941;2989;ASL_2011_07_19_Brady103
Brady;CUTE;U-L;;A;;N;885;924;ASL_2011_07_22_Brady45
Lana;CUTE;bent-U-L;;10;;N;1696;1716;ASL_2006_10_106
Dana;CUTE;U-L;;10;;N;1116;1170;ASL_2007_05_249
Dana;CUTE;U-L;;S;;N;1977;2032;ASL_2007_05_2410
Liz;SUGAR/SWEET;B-L;;10;;N;1260;1295;ASL_2008_02_2952
Brady;SUGAR/SWEET;B-L;;10;;N;3198;3233;ASL_2011_07_19_Brady103
Liz;CANE;S;;S;;N;1630;1690;ASL_2008_01_1163
Tyler;CANE;S;;S;;N;2530;2586;ASL_2008_05_12a39
Naomi;CANE;A;;A;;N;3816;3882;ASL_2008_08_0440
Brady;CANE;S;;S;;N;10042;10082;ASL_2011_06_08_Brady25
Liz;CANE;S;S;S;S;N;2225;2305;ASL_2008_01_189
Tyler;CANE;S;S;S;S;N;2805;2870;ASL_2008_05_12b9
Naomi;CANE;A;A;A;A;N;3471;3532;ASL_2008_08_069
Brady;CANE;S;S;S;S;N;10176;10229;ASL_2011_06_08_Brady31
Liz;PADDLE/CANOE;A;A;A;A;N;255;325;ASL_2008_01_1164
Liz;PADDLE/CANOE;A;A;A;A;N;545;644;ASL_2008_01_1164
Tyler;PADDLE/CANOE;S;S;S;S;N;2745;2790;ASL_2008_05_12a39
Tyler;PADDLE/CANOE;S;S;S;S;N;560;617;ASL_2008_05_12a40
Naomi;PADDLE/CANOE;S;S;S;S;N;4135;4192;ASL_2008_08_0440
Naomi;PADDLE/CANOE;S;S;S;S;N;392;474;ASL_2008_08_0441
Brady;PADDLE/CANOE;S;S;S;S;N;10368;10426;ASL_2011_06_08_Brady25
Brady;PADDLE/CANOE;A;A;A;A;N;10834;10912;ASL_2011_06_08_Brady25
Liz;CANNOT;1;1;1;1;N;770;790;ASL_2008_01_1164
Tyler;CANNOT;1;1;1;1;N;781;805;ASL_2008_05_12a40
Naomi;CANNOT;1;1;1;1;N;1785;1802;ASL_2008_08_0441
Brady;CANNOT;1;1;1;1;N;11302;11317;ASL_2011_06_08_Brady25
Lana;CANNOT;1;1;1;1;N;1906;1921;ASL_2006_10_104
Dana;CANNOT;1;1;1;1;N;1886;1924;ASL_2007_05_248
Liz;GOVERNMENT;1;;1;;N;1175;1210;ASL_2008_01_1164
Liz;GOVERNMENT;1;;1;;N;1570;1626;ASL_2008_02_019
Tyler;GOVERNMENT;cocked-S;;1;;N;1895;1915;ASL_2008_05_29a40
Naomi;GOVERNMENT;1;;1;;N;2380;2410;ASL_2008_08_0441
Naomi;GOVERNMENT;1;;1;;N;1698;1727;ASL_2008_08_138
Naomi;GOVERNMENT;1;;1;;N;2528;2558;ASL_2008_08_138
Brady;GOVERNMENT;1;;1;;N;11567;11600;ASL_2011_06_08_Brady25
Brady;GOVERNMENT;1;;1;;N;1523;1544;ASL_2011_06_14_Brady28
Brady;GOVERNMENT;1;;1;;N;1969;1985;ASL_2011_06_14_Brady28
Lana;GOVERNMENT;1;;1;;N;1147;1173;ASL_2006_10_1012
Tyler;GOVERNMENT;G/Q;;G/Q;;N;1597;1625;ASL_2008_05_29a40
Dana;GOVERNMENT;alt-G;;alt-G;;N;988;1042;ASL_2007_05_2416
Liz;FEDERAL;F/9;;F/9;;N;410;432;ASL_2008_01_1840
Tyler;FEDERAL;F/9;;F/9;;N;265;297;ASL_2008_05_29a20
Naomi;FEDERAL;F/9;;F/9;;N;180;202;ASL_2008_08_0640
Brady;FEDERAL;F/9;;F/9;;N;2097;2121;ASL_2011_06_14_Brady17
Liz;POLITICS;P/K;;P/K;;N;850;905;ASL_2008_02_1544
Brady;POLITICS;P/K;;P/K;;N;759;782;ASL_2011_07_19_Brady38
Liz;PEA-BRAIN;G/Q;;G/Q;;N;436;470;ASL_2008_01_1147
Tyler;PEA-BRAIN;G/Q;;G/Q;;N;1217;1237;ASL_2008_05_12a29
Naomi;PEA-BRAIN;G/Q;;G/Q;;N;1645;1661;ASL_2008_08_0430
Brady;PEA-BRAIN;G/Q;;G/Q;;N;17268;17281;ASL_2011_06_08_Brady21
Liz;NAB;5;1;S;1;N;255;280;ASL_2008_01_1165
Liz;NAB;5;1;S;1;N;1850;1912;ASL_2008_02_1514
Tyler;NAB;5;1;S;1;N;2470;2510;ASL_2008_05_12a40
Tyler;NAB;5;1;S;1;N;1332;1371;ASL_2008_06_1022
Naomi;NAB;crvd-5;1;S;1;N;3015;3042;ASL_2008_08_0441
Brady;NAB;crvd-5;1;S;1;N;13124;13151;ASL_2011_06_08_Brady25
Liz;NAB;V/2;1;crvd-V;1;N;709;742;ASL_2010_08_10_Liz_additional_lexicon_signs5
Liz;CAR;S;S;S;S;N;815;876;ASL_2008_01_1165
Liz;CAR;S;S;S;S;N;3355;3420;ASL_2008_01_1824
Tyler;CAR;S;S;S;S;N;3136;3172;ASL_2008_05_12a40
Naomi;CAR;S;S;S;S;N;3872;3937;ASL_2008_08_0441
Naomi;CAR;S;S;S;S;N;2066;2130;ASL_2008_08_0624
Brady;CAR;S;S;S;S;N;13380;13415;ASL_2011_06_08_Brady25
Brady;CAR;S;S;S;S;N;1038;1080;ASL_2011_07_22_Brady42
Lana;CAR;S;S;S;S;N;839;912;ASL_2006_01_2022
Liz;DRIVE;S;S;S;S;N;3610;3650;ASL_2008_01_1824
Tyler;DRIVE;S;S;S;S;N;3467;3495;ASL_2008_05_29a4
Naomi;DRIVE;S;S;S;S;N;2465;2500;ASL_2008_08_0624
Brady;DRIVE;S;S;S;S;N;4487;4504;ASL_2011_06_14_Brady7
Tyler;DRIVE;S;S;S;S;N;2762;2807;ASL_2008_05_29a4
Naomi;CARELESS;U/H;U/H;U/H;U/H;N;4208;4245;ASL_2008_08_0441
Liz;CARELESS;U/H;;U/H;;N;1050;1090;ASL_2008_01_1165
Liz;CARPENTER;A;crvd-flat-B;A;crvd-flat-B;N;1265;1305;ASL_2008_01_1165
Brady;CARPENTER;S;B-L;S;B-L;N;14514;14543;ASL_2011_06_08_Brady25
Brady;(1h)HAMMER+AGENT;X-over-thumb;B-L;B-L;B-L;N;7360;7397;ASL_2011_06_14_Brady43
Naomi;CARROT;S;;S;;N;341;360;ASL_2008_08_0442
Brady;CARROT;S;;S;;N;19455;19472;ASL_2011_06_08_Brady25
Tyler;CARROT;1;;1;;N;292;331;ASL_2008_05_12a41
Liz;CARROT_2;S;;S;;N;1590;1626;ASL_2008_01_1165
Liz;CAT;open-F;;F/9;;N;736;775;ASL_2008_01_1166
Naomi;CAT;open-F;;F/9;;N;1312;1345;ASL_2008_08_0442
Lana;CAT;open-F;;F/9;;N;1315;1344;ASL_2006_10_105
Dana;CAT;open-F;;F/9;;N;1397;1459;ASL_2007_05_249
Liz;CAT;open-F;open-F;F/9;F/9;N;3758;3811;ASL_2008_03_2840
Brady;CAT;open-8;open-8;8;8;N;21425;21454;ASL_2011_06_08_Brady25
Brady;CAT;open-8;open-8;8;8;N;21684;21713;ASL_2011_06_08_Brady25
Tyler;CAT;L;L;flat-G;flat-G;N;1090;1135;ASL_2008_05_12a41
Tyler;CATCH-BALL;crvd-5;crvd-5;S;crvd-sprd-B;N;1335;1361;ASL_2008_05_12a41
Liz;CATCH-BALL;5;5;S;5;N;927;950;ASL_2008_01_1166
Brady;CATCH-BALL;5;5;S;5;N;22266;22281;ASL_2011_06_08_Brady25
Liz;CATCH;crvd-5;1;S;1;N;1055;1085;ASL_2008_01_1166
Brady;CATCH;5;1;S;1;N;21991;22002;ASL_2011_06_08_Brady25
Tyler;CATCH;crvd-5;1;S;1;N;1608;1620;ASL_2008_05_12a41
Naomi;CATCH;5-C-L;1;S;1;N;2525;2538;ASL_2008_08_0442
Liz;TO-FOOL;S;1;S;1;N;1385;1405;ASL_2008_01_1846
Liz;TO-FOOL;A;1;A;1;N;2769;2811;ASL_2010_08_10_Liz_additional_lexicon_signs6
Tyler;TO-FOOL;S;1;S;1;N;6242;6266;ASL_2008_05_29a25
Naomi;TO-FOOL;A;1;A;1;N;1160;1185;ASL_2008_08_0646
Brady;TO-FOOL;A;1;A;1;N;8763;8778;ASL_2011_06_08_Brady19
Brady;TO-FOOL;S;1;S;1;N;538;551;ASL_2011_06_14_Brady21
Liz;CATERPILLAR;X;B-L;X;B-L;N;1316;1375;ASL_2008_01_1166
Naomi;CATERPILLAR;1;B-L;X;B-L;N;2897;2935;ASL_2008_08_0442
Brady;CATERPILLAR;1;B-L;X;B-L;N;1211;1257;ASL_2011_06_08_Brady26
Liz;CATERPILLAR;cocked-S;S;X;S;Y;1242;1335;ASL_2010_08_10_Liz_additional_lexicon_signs9
Tyler;CATERPILLAR;bent-1;Rlxd;X;Rlxd;Y;1828;1890;ASL_2008_05_12a41
Brady;CATERPILLAR;1;Rlxd;X;Rlxd;Y;725;775;ASL_2011_06_08_Brady26
Liz;CATHOLIC;U/H;;U/H;;N;270;328;ASL_2008_01_1167
Tyler;CATHOLIC;U/H;;bent-N;;N;2075;2110;ASL_2008_05_12a41
Naomi;CATHOLIC;U/H;;U/H;;N;3477;3509;ASL_2008_08_0442
Liz;CAUSE;A;A;5;5;N;460;490;ASL_2008_01_1167
Tyler;CAUSE;S;S;crvd-5;crvd-5;N;2427;2457;ASL_2008_05_12a41
Naomi;CAUSE;S;S;B-L;B-L;N;3840;3864;ASL_2008_08_0442
Brady;CAUSE;A;A;crvd-5;crvd-5;N;2340;2360;ASL_2011_06_08_Brady26
Liz;CELEBRATE;X;X;X;X;N;925;990;ASL_2008_01_1167
Liz;CELEBRATE;X;X;X;X;N;1230;1290;ASL_2010_08_10_Liz_additional_lexicon_signs23
Tyler;CELEBRATE;X;X;X;X;N;295;360;ASL_2008_05_12a42
Brady;CELEBRATE;X;X;X;X;N;11813;11847;ASL_2011_06_08_Brady11
Brady;CELEBRATE;X;X;X;X;N;3425;3457;ASL_2011_06_08_Brady26
Naomi;CELEBRATE;X-over-thumb;X-over-thumb;X-over-thumb;X-over-thumb;N;932;992;ASL_2008_08_0443
Liz;CELEBRATE+(2h)IX-honorific:upward;X;X;B-L;B-L;N;2605;2658;ASL_2010_08_10_Liz_additional_lexicon_signs29
Brady;CELEBRATE+(2h)IX-honorific:upward;X;X;5;5;N;161;198;ASL_2011_06_14_Brady31
Liz;CENTER;B-L;B-L;bent-B-L;B-L;N;1130;1166;ASL_2008_01_1167
Tyler;CENTER;B-L;B-L;bent-B-L;B-L;N;500;535;ASL_2008_05_12a42
Naomi;CENTER;B-L;B-L;bent-B-L;B-L;N;1146;1175;ASL_2008_08_0443
Brady;CENTER;B-L;B-L;bent-B-L;B-L;N;3945;3970;ASL_2011_06_08_Brady26
Lana;CENTER;B-L;B-L;bent-B-L;B-L;N;2566;2586;ASL_2006_10_104
Dana;CENTER;B-L;B-L;bent-B-L;B-L;N;2590;2650;ASL_2007_05_248
Liz;MIDDLE;25;B-L;25;B-L;N;1320;1360;ASL_2008_01_1167
Tyler;MIDDLE;25;B-L;25;B-L;N;518;563;ASL_2008_06_1012
Naomi;MIDDLE;25;B-L;25;B-L;N;1362;1396;ASL_2008_08_0443
Brady;MIDDLE;25;B-L;25;B-L;N;4193;4220;ASL_2011_06_08_Brady26
Liz;ns-CENTRAL-AMERICA;10;10;10;10;N;335;395;ASL_2008_01_1168
Tyler;CENTER+ns-AMERICA;B-L;B-L;5;5;N;1255;1340;ASL_2008_05_12a42
Brady;CENTER+ns-AMERICA;B-L;B-L;5;5;N;4847;4882;ASL_2011_06_14_Brady3
Liz;CERTIFY;C;C;C;C;N;830;875;ASL_2008_01_1168
Liz;CERTIFY;C;C;C;C;N;1080;1110;ASL_2008_01_1168
Tyler;CERTIFY;C;C;C;C;N;1775;1792;ASL_2008_05_12a42
Tyler;CERTIFY;C;C;C;C;N;1986;2016;ASL_2008_05_12a42
Naomi;CERTIFY;C;C;C;C;N;3187;3225;ASL_2008_08_0443
Naomi;CERTIFY;C;C;C;C;N;4295;4320;ASL_2008_08_0443
Brady;CERTIFY;C;C;C;C;N;5839;5854;ASL_2011_06_08_Brady26
Brady;CERTIFY;C;C;C;C;N;6250;6267;ASL_2011_06_08_Brady26
Liz;CHALK;X-over-thumb;;X-over-thumb;;N;270;320;ASL_2008_01_1169
Naomi;CHALK;X-over-thumb;;X-over-thumb;;N;5120;5145;ASL_2008_08_0443
Brady;CHALK;baby-O;;baby-O;;N;7140;7178;ASL_2011_06_08_Brady26
Liz;CHALLENGE;10;10;10;10;N;460;495;ASL_2008_01_1169
Tyler;CHALLENGE;10;10;10;10;N;340;360;ASL_2008_05_12a43
Naomi;CHALLENGE;10;10;10;10;N;195;225;ASL_2008_08_0444
Brady;CHALLENGE;10;10;10;10;N;7969;7984;ASL_2011_06_08_Brady26
Liz;COMPETITION;A;A;A;A;N;350;392;ASL_2008_01_182
Liz;COMPETITION;A;A;A;A;N;1115;1170;ASL_2008_02_295
Tyler;COMPETITION;A;10;A;10;N;3650;3695;ASL_2008_05_12b1
Naomi;COMPETITION;A;A;A;A;N;3780;3815;ASL_2008_08_061
Brady;COMPETITION;A;A;10;10;N;5767;5806;ASL_2011_06_08_Brady29
Brady;COMPETITION;10;10;10;10;N;432;468;ASL_2011_07_19_Brady50
Lana;COMPETITION;10;10;10;10;N;1474;1508;ASL_2006_10_1022
Dana;COMPETITION;10;10;10;10;N;1394;1451;ASL_2007_05_2425
Liz;GAME;10;10;10;10;N;1035;1080;ASL_2008_02_012
Tyler;GAME;10;10;10;10;N;550;601;ASL_2008_05_29a34
Naomi;GAME;10;10;10;10;N;819;847;ASL_2008_08_132
Brady;GAME;10;10;10;10;N;5731;5758;ASL_2011_06_14_Brady24
Lana;GAME;10;10;10;10;N;2215;2240;ASL_2006_10_1011
Dana;GAME;10;10;10;10;N;2138;2191;ASL_2007_05_2415
Liz;DANGER;10;A;10;A;N;2502;2555;ASL_2008_01_1811
Liz;DANGER;10;10;10;10;N;1957;1981;ASL_2008_03_2815
Tyler;DANGER;10;10;10;10;N;2640;2710;ASL_2008_05_12b11
Naomi;DANGER;10;10;10;10;N;2887;2920;ASL_2008_08_0611
Brady;DANGER;10;10;10;10;N;3689;3732;ASL_2011_06_08_Brady32
Brady;DANGER;10;10;10;10;N;1522;1550;ASL_2011_07_19_Brady116
Liz;DARE;10;10;10;10;N;312;335;ASL_2008_01_1812
Naomi;DARE;10;10;10;10;N;3652;3677;ASL_2008_08_0611
Brady;DARE;10;10;10;10;N;5493;5509;ASL_2011_06_08_Brady32
Brady;DARE;10;10;10;10;N;1947;1970;ASL_2011_07_22_Brady41
Tyler;CHAMP;crvd-5;1;crvd-5;1;N;855;875;ASL_2008_05_12a43
Naomi;CHAMP;crvd-3;1;crvd-3;1;N;1011;1035;ASL_2008_08_0444
